May 2006,1270.20
Jun 2006,1276.70
Jul 2006,1303.80
Aug 2006,1335.80
Sep 2006,1377.90
Oct 2006,1400.60
Nov 2006,1418.30
Dec 2006,1438.20
Jan 2007,1406.80
Feb 2007,1420.90
Mar 2007,1482.40
Apr 2007,1530.60
May 2007,1503.30
Jun 2007,1455.30
Jul 2007,1474.00
Aug 2007,1526.80
Sep 2007,1549.40
Oct 2007,1481.10
Nov 2007,1468.40
Dec 2007,1378.50
Jan 2008,1330.60
Feb 2008,1322.70
Mar 2008,1385.60
Apr 2008,1400.40
May 2008,1280.00
Jun 2008,1267.40
Jul 2008,1282.80
Aug 2008,1166.40
Sep 2008,968.80
Oct 2008,896.20
Nov 2008,903.20
Dec 2008,825.90
Jan 2009,735.10
Feb 2009,797.90
Mar 2009,872.80
Apr 2009,919.10
May 2009,919.30
Jun 2009,987.50
Jul 2009,1020.60
Aug 2009,1057.10
Sep 2009,1036.20
Oct 2009,1095.60
Nov 2009,1115.10
Dec 2009,1073.90
Jan 2010,1104.50
Feb 2010,1169.40
Mar 2010,1186.70
Apr 2010,1089.40
May 2010,1030.70
Jun 2010,1101.60
Jul 2010,1049.30
Aug 2010,1141.20
Sep 2010,1183.30
Oct 2010,1180.50
Nov 2010,1257.60
Dec 2010,1286.10
Jan 2011,1327.20
Feb 2011,1325.80
Mar 2011,1363.60
Apr 2011,1345.20
May 2011,1320.60
Jun 2011,1292.30
Jul 2011,1218.90
Aug 2011,1131.40
Sep 2011,1253.30
Oct 2011,1247.00
Nov 2011,1257.60
Dec 2011,1312.40
Jan 2012,1365.70
Feb 2012,1408.50
Mar 2012,1397.90
Apr 2012,1310.30
May 2012,1362.20
Jun 2012,1379.30
Jul 2012,1406.60
Aug 2012,1440.70
Sep 2012,1412.20
Oct 2012,1416.20
Nov 2012,1426.20
Dec 2012,1498.10
Jan 2013,1514.70
Feb 2013,1569.20
Mar 2013,1597.60
Apr 2013,1630.70
May 2013,1606.30
Jun 2013,1685.70
Jul 2013,1633.00
Aug 2013,1681.50
Sep 2013,1756.50
Oct 2013,1805.80
Nov 2013,1848.40
Dec 2013,1782.60
Jan 2014,1859.45
Feb 2014,1872.34
Mar 2014,1883.95
Apr 2014,1923.57
May 2014,1960.23
Jun 2014,1930.67
Jul 2014,2003.37
Aug 2014,1972.29
Sep 2014,2018.05
Oct 2014,2067.56
Nov 2014,2058.90
Dec 2014,1994.99
Jan 2015,2104.50
Feb 2015,2067.89
Mar 2015,2085.51
Apr 2015,2107.39
May 2015,2063.11
Jun 2015,2103.84
Jul 2015,1972.18
Aug 2015,1920.03
Sep 2015,2079.36
Oct 2015,2080.41
Nov 2015,2043.94
Dec 2015,1940.24
Jan 2016,1932.23
Feb 2016,2059.74
